Sector económico;Sexo;Comunidades y Ciudades Autónomas;Periodo;Total
Industria;Mujeres;15 Navarra, Comunidad Foral de;2018T4;20,9
Industria;Mujeres;15 Navarra, Comunidad Foral de;2018T3;20,2
Industria;Mujeres;15 Navarra, Comunidad Foral de;2018T2;18,6
Industria;Mujeres;15 Navarra, Comunidad Foral de;2018T1;16,2
Industria;Mujeres;15 Navarra, Comunidad Foral de;2017T4;17,6
Industria;Mujeres;15 Navarra, Comunidad Foral de;2017T3;18,1
Industria;Mujeres;15 Navarra, Comunidad Foral de;2017T2;19,4
Industria;Mujeres;15 Navarra, Comunidad Foral de;2017T1;16,0
Industria;Mujeres;15 Navarra, Comunidad Foral de;2016T4;18,6
Industria;Mujeres;15 Navarra, Comunidad Foral de;2016T3;18,6
Industria;Mujeres;15 Navarra, Comunidad Foral de;2016T2;17,5
Industria;Mujeres;15 Navarra, Comunidad Foral de;2016T1;15,5
Industria;Mujeres;16 País Vasco;2025T3;48,5
Industria;Mujeres;16 País Vasco;2025T2;42,8
Industria;Mujeres;16 País Vasco;2025T1;34,8
Industria;Mujeres;16 País Vasco;2024T4;38,7
Industria;Mujeres;16 País Vasco;2024T3;37,3
Industria;Mujeres;16 País Vasco;2024T2;39,6
Industria;Mujeres;16 País Vasco;2024T1;38,5
Industria;Mujeres;16 País Vasco;2023T4;41,5
Industria;Mujeres;16 País Vasco;2023T3;41,3
Industria;Mujeres;16 País Vasco;2023T2;43,3
Industria;Mujeres;16 País Vasco;2023T1;39,0
Industria;Mujeres;16 País Vasco;2022T4;44,8
Industria;Mujeres;16 País Vasco;2022T3;48,6
Industria;Mujeres;16 País Vasco;2022T2;47,2
Industria;Mujeres;16 País Vasco;2022T1;47,0
Industria;Mujeres;16 País Vasco;2021T4;43,2
Industria;Mujeres;16 País Vasco;2021T3;50,7
Industria;Mujeres;16 País Vasco;2021T2;50,3
Industria;Mujeres;16 País Vasco;2021T1;46,2
Industria;Mujeres;16 País Vasco;2020T4;41,1
Industria;Mujeres;16 País Vasco;2020T3;37,5
Industria;Mujeres;16 País Vasco;2020T2;38,6
Industria;Mujeres;16 País Vasco;2020T1;35,8
Industria;Mujeres;16 País Vasco;2019T4;39,8
Industria;Mujeres;16 País Vasco;2019T3;39,4
Industria;Mujeres;16 País Vasco;2019T2;40,7
Industria;Mujeres;16 País Vasco;2019T1;43,6
Industria;Mujeres;16 País Vasco;2018T4;47,2
Industria;Mujeres;16 País Vasco;2018T3;47,8
Industria;Mujeres;16 País Vasco;2018T2;51,4
Industria;Mujeres;16 País Vasco;2018T1;49,8
Industria;Mujeres;16 País Vasco;2017T4;46,0
Industria;Mujeres;16 País Vasco;2017T3;44,0
Industria;Mujeres;16 País Vasco;2017T2;42,5
Industria;Mujeres;16 País Vasco;2017T1;39,1
Industria;Mujeres;16 País Vasco;2016T4;36,5
Industria;Mujeres;16 País Vasco;2016T3;34,9
Industria;Mujeres;16 País Vasco;2016T2;35,9
Industria;Mujeres;16 País Vasco;2016T1;35,2
Industria;Mujeres;17 Rioja, La;2025T3;12,6
Industria;Mujeres;17 Rioja, La;2025T2;14,4
Industria;Mujeres;17 Rioja, La;2025T1;13,0
Industria;Mujeres;17 Rioja, La;2024T4;13,2
Industria;Mujeres;17 Rioja, La;2024T3;13,4
Industria;Mujeres;17 Rioja, La;2024T2;13,2
Industria;Mujeres;17 Rioja, La;2024T1;12,1
Industria;Mujeres;17 Rioja, La;2023T4;14,2
Industria;Mujeres;17 Rioja, La;2023T3;13,5
Industria;Mujeres;17 Rioja, La;2023T2;12,9
Industria;Mujeres;17 Rioja, La;2023T1;12,3
Industria;Mujeres;17 Rioja, La;2022T4;12,8
Industria;Mujeres;17 Rioja, La;2022T3;12,6
Industria;Mujeres;17 Rioja, La;2022T2;12,2
Industria;Mujeres;17 Rioja, La;2022T1;11,5
Industria;Mujeres;17 Rioja, La;2021T4;12,3
Industria;Mujeres;17 Rioja, La;2021T3;10,5
Industria;Mujeres;17 Rioja, La;2021T2;11,7
Industria;Mujeres;17 Rioja, La;2021T1;12,1
Industria;Mujeres;17 Rioja, La;2020T4;11,7
Industria;Mujeres;17 Rioja, La;2020T3;9,1
Industria;Mujeres;17 Rioja, La;2020T2;9,1
Industria;Mujeres;17 Rioja, La;2020T1;9,4
Industria;Mujeres;17 Rioja, La;2019T4;8,7
Industria;Mujeres;17 Rioja, La;2019T3;10,0
Industria;Mujeres;17 Rioja, La;2019T2;9,1
Industria;Mujeres;17 Rioja, La;2019T1;9,1
Industria;Mujeres;17 Rioja, La;2018T4;10,1
Industria;Mujeres;17 Rioja, La;2018T3;10,7
Industria;Mujeres;17 Rioja, La;2018T2;11,3
Industria;Mujeres;17 Rioja, La;2018T1;9,7
Industria;Mujeres;17 Rioja, La;2017T4;10,5
Industria;Mujeres;17 Rioja, La;2017T3;8,3
Industria;Mujeres;17 Rioja, La;2017T2;8,3
Industria;Mujeres;17 Rioja, La;2017T1;8,7
Industria;Mujeres;17 Rioja, La;2016T4;8,9
Industria;Mujeres;17 Rioja, La;2016T3;9,5
Industria;Mujeres;17 Rioja, La;2016T2;8,9
Industria;Mujeres;17 Rioja, La;2016T1;8,8
Industria;Mujeres;18 Ceuta;2025T3;..
Industria;Mujeres;18 Ceuta;2025T2;0,2
Industria;Mujeres;18 Ceuta;2025T1;0,2
Industria;Mujeres;18 Ceuta;2024T4;0,3
Industria;Mujeres;18 Ceuta;2024T3;0,4
Industria;Mujeres;18 Ceuta;2024T2;..
Industria;Mujeres;18 Ceuta;2024T1;0,1
Industria;Mujeres;18 Ceuta;2023T4;0,1
Industria;Mujeres;18 Ceuta;2023T3;0,1
Industria;Mujeres;18 Ceuta;2023T2;0,1
Industria;Mujeres;18 Ceuta;2023T1;0,1
Industria;Mujeres;18 Ceuta;2022T4;0,1
Industria;Mujeres;18 Ceuta;2022T3;..
Industria;Mujeres;18 Ceuta;2022T2;..
Industria;Mujeres;18 Ceuta;2022T1;0,1
Industria;Mujeres;18 Ceuta;2021T4;0,2
Industria;Mujeres;18 Ceuta;2021T3;0,2
Industria;Mujeres;18 Ceuta;2021T2;0,3
Industria;Mujeres;18 Ceuta;2021T1;0,3
Industria;Mujeres;18 Ceuta;2020T4;0,4
Industria;Mujeres;18 Ceuta;2020T3;0,3
Industria;Mujeres;18 Ceuta;2020T2;0,2
Industria;Mujeres;18 Ceuta;2020T1;0,3
Industria;Mujeres;18 Ceuta;2019T4;0,2
Industria;Mujeres;18 Ceuta;2019T3;0,1
Industria;Mujeres;18 Ceuta;2019T2;0,5
Industria;Mujeres;18 Ceuta;2019T1;0,4
Industria;Mujeres;18 Ceuta;2018T4;0,3
Industria;Mujeres;18 Ceuta;2018T3;0,1
Industria;Mujeres;18 Ceuta;2018T2;..
Industria;Mujeres;18 Ceuta;2018T1;0,1
Industria;Mujeres;18 Ceuta;2017T4;0,1
Industria;Mujeres;18 Ceuta;2017T3;..
Industria;Mujeres;18 Ceuta;2017T2;0,1
Industria;Mujeres;18 Ceuta;2017T1;0,1
Industria;Mujeres;18 Ceuta;2016T4;0,1
Industria;Mujeres;18 Ceuta;2016T3;..
Industria;Mujeres;18 Ceuta;2016T2;..
Industria;Mujeres;18 Ceuta;2016T1;..
Industria;Mujeres;19 Melilla;2025T3;..
Industria;Mujeres;19 Melilla;2025T2;..
Industria;Mujeres;19 Melilla;2025T1;..
Industria;Mujeres;19 Melilla;2024T4;..
Industria;Mujeres;19 Melilla;2024T3;..
Industria;Mujeres;19 Melilla;2024T2;..
Industria;Mujeres;19 Melilla;2024T1;..
Industria;Mujeres;19 Melilla;2023T4;..
Industria;Mujeres;19 Melilla;2023T3;..
Industria;Mujeres;19 Melilla;2023T2;0,1
Industria;Mujeres;19 Melilla;2023T1;0,2
Industria;Mujeres;19 Melilla;2022T4;0,1
Industria;Mujeres;19 Melilla;2022T3;0,1
Industria;Mujeres;19 Melilla;2022T2;0,1
Industria;Mujeres;19 Melilla;2022T1;0,1
Industria;Mujeres;19 Melilla;2021T4;0,3
Industria;Mujeres;19 Melilla;2021T3;0,1
Industria;Mujeres;19 Melilla;2021T2;..
Industria;Mujeres;19 Melilla;2021T1;..
Industria;Mujeres;19 Melilla;2020T4;0,1
Industria;Mujeres;19 Melilla;2020T3;0,1
Industria;Mujeres;19 Melilla;2020T2;0,1
Industria;Mujeres;19 Melilla;2020T1;..
Industria;Mujeres;19 Melilla;2019T4;..
Industria;Mujeres;19 Melilla;2019T3;0,2
Industria;Mujeres;19 Melilla;2019T2;0,1
Industria;Mujeres;19 Melilla;2019T1;0,1
Industria;Mujeres;19 Melilla;2018T4;0,1
Industria;Mujeres;19 Melilla;2018T3;0,2
Industria;Mujeres;19 Melilla;2018T2;0,1
Industria;Mujeres;19 Melilla;2018T1;0,1
Industria;Mujeres;19 Melilla;2017T4;0,2
Industria;Mujeres;19 Melilla;2017T3;0,1
Industria;Mujeres;19 Melilla;2017T2;0,2
Industria;Mujeres;19 Melilla;2017T1;0,2
Industria;Mujeres;19 Melilla;2016T4;0,4
Industria;Mujeres;19 Melilla;2016T3;0,2
Industria;Mujeres;19 Melilla;2016T2;0,3
Industria;Mujeres;19 Melilla;2016T1;0,4
Construcción;Ambos sexos;Total Nacional;2025T3;1.557,1
Construcción;Ambos sexos;Total Nacional;2025T2;1.524,5
Construcción;Ambos sexos;Total Nacional;2025T1;1.479,1
Construcción;Ambos sexos;Total Nacional;2024T4;1.479,8
Construcción;Ambos sexos;Total Nacional;2024T3;1.479,2
Construcción;Ambos sexos;Total Nacional;2024T2;1.478,7
Construcción;Ambos sexos;Total Nacional;2024T1;1.417,6
Construcción;Ambos sexos;Total Nacional;2023T4;1.435,0
Construcción;Ambos sexos;Total Nacional;2023T3;1.417,3
Construcción;Ambos sexos;Total Nacional;2023T2;1.404,1
Construcción;Ambos sexos;Total Nacional;2023T1;1.335,6
Construcción;Ambos sexos;Total Nacional;2022T4;1.335,3
Construcción;Ambos sexos;Total Nacional;2022T3;1.368,7
Construcción;Ambos sexos;Total Nacional;2022T2;1.371,0
Construcción;Ambos sexos;Total Nacional;2022T1;1.344,9
Construcción;Ambos sexos;Total Nacional;2021T4;1.306,4
Construcción;Ambos sexos;Total Nacional;2021T3;1.319,7
Construcción;Ambos sexos;Total Nacional;2021T2;1.348,7
Construcción;Ambos sexos;Total Nacional;2021T1;1.286,0
Construcción;Ambos sexos;Total Nacional;2020T4;1.280,2
Construcción;Ambos sexos;Total Nacional;2020T3;1.249,3
Construcción;Ambos sexos;Total Nacional;2020T2;1.169,0
Construcción;Ambos sexos;Total Nacional;2020T1;1.277,8
Construcción;Ambos sexos;Total Nacional;2019T4;1.283,9
Construcción;Ambos sexos;Total Nacional;2019T3;1.269,9
Construcción;Ambos sexos;Total Nacional;2019T2;1.276,4
Construcción;Ambos sexos;Total Nacional;2019T1;1.281,4
Construcción;Ambos sexos;Total Nacional;2018T4;1.279,9
Construcción;Ambos sexos;Total Nacional;2018T3;1.240,2
Construcción;Ambos sexos;Total Nacional;2018T2;1.215,2
Construcción;Ambos sexos;Total Nacional;2018T1;1.151,9
Construcción;Ambos sexos;Total Nacional;2017T4;1.143,7
Construcción;Ambos sexos;Total Nacional;2017T3;1.154,6
Construcción;Ambos sexos;Total Nacional;2017T2;1.133,6
Construcción;Ambos sexos;Total Nacional;2017T1;1.081,4
Construcción;Ambos sexos;Total Nacional;2016T4;1.079,3
Construcción;Ambos sexos;Total Nacional;2016T3;1.107,2
Construcción;Ambos sexos;Total Nacional;2016T2;1.077,2
Construcción;Ambos sexos;Total Nacional;2016T1;1.031,7
Construcción;Ambos sexos;01 Andalucía;2025T3;266,1
Construcción;Ambos sexos;01 Andalucía;2025T2;258,5
Construcción;Ambos sexos;01 Andalucía;2025T1;246,8
Construcción;Ambos sexos;01 Andalucía;2024T4;247,0
Construcción;Ambos sexos;01 Andalucía;2024T3;248,4
Construcción;Ambos sexos;01 Andalucía;2024T2;254,0
Construcción;Ambos sexos;01 Andalucía;2024T1;225,1
Construcción;Ambos sexos;01 Andalucía;2023T4;234,9
Construcción;Ambos sexos;01 Andalucía;2023T3;222,1
Construcción;Ambos sexos;01 Andalucía;2023T2;222,5
Construcción;Ambos sexos;01 Andalucía;2023T1;206,2
Construcción;Ambos sexos;01 Andalucía;2022T4;203,9
Construcción;Ambos sexos;01 Andalucía;2022T3;231,4
Construcción;Ambos sexos;01 Andalucía;2022T2;221,9
Construcción;Ambos sexos;01 Andalucía;2022T1;229,4
Construcción;Ambos sexos;01 Andalucía;2021T4;224,1
Construcción;Ambos sexos;01 Andalucía;2021T3;225,3
Construcción;Ambos sexos;01 Andalucía;2021T2;219,2
Construcción;Ambos sexos;01 Andalucía;2021T1;199,6
Construcción;Ambos sexos;01 Andalucía;2020T4;206,1
Construcción;Ambos sexos;01 Andalucía;2020T3;202,3
Construcción;Ambos sexos;01 Andalucía;2020T2;192,4
Construcción;Ambos sexos;01 Andalucía;2020T1;188,1
Construcción;Ambos sexos;01 Andalucía;2019T4;200,0
Construcción;Ambos sexos;01 Andalucía;2019T3;208,2
Construcción;Ambos sexos;01 Andalucía;2019T2;213,3
Construcción;Ambos sexos;01 Andalucía;2019T1;205,0
Construcción;Ambos sexos;01 Andalucía;2018T4;205,9
Construcción;Ambos sexos;01 Andalucía;2018T3;194,0
Construcción;Ambos sexos;01 Andalucía;2018T2;191,9
Construcción;Ambos sexos;01 Andalucía;2018T1;183,0
Construcción;Ambos sexos;01 Andalucía;2017T4;166,9
Construcción;Ambos sexos;01 Andalucía;2017T3;168,7
Construcción;Ambos sexos;01 Andalucía;2017T2;156,9
Construcción;Ambos sexos;01 Andalucía;2017T1;162,4
Construcción;Ambos sexos;01 Andalucía;2016T4;161,8
Construcción;Ambos sexos;01 Andalucía;2016T3;170,7
Construcción;Ambos sexos;01 Andalucía;2016T2;165,6
Construcción;Ambos sexos;01 Andalucía;2016T1;147,5
Construcción;Ambos sexos;02 Aragón;2025T3;40,8
Construcción;Ambos sexos;02 Aragón;2025T2;42,2
Construcción;Ambos sexos;02 Aragón;2025T1;45,3
Construcción;Ambos sexos;02 Aragón;2024T4;40,3
Construcción;Ambos sexos;02 Aragón;2024T3;39,6
Construcción;Ambos sexos;02 Aragón;2024T2;40,5
Construcción;Ambos sexos;02 Aragón;2024T1;39,3
Construcción;Ambos sexos;02 Aragón;2023T4;33,4
Construcción;Ambos sexos;02 Aragón;2023T3;33,7
Construcción;Ambos sexos;02 Aragón;2023T2;32,0
Construcción;Ambos sexos;02 Aragón;2023T1;35,5
Construcción;Ambos sexos;02 Aragón;2022T4;35,0
Construcción;Ambos sexos;02 Aragón;2022T3;39,0
Construcción;Ambos sexos;02 Aragón;2022T2;43,4
Construcción;Ambos sexos;02 Aragón;2022T1;43,5
Construcción;Ambos sexos;02 Aragón;2021T4;47,1
Construcción;Ambos sexos;02 Aragón;2021T3;44,4
Construcción;Ambos sexos;02 Aragón;2021T2;44,1
Construcción;Ambos sexos;02 Aragón;2021T1;33,9
Construcción;Ambos sexos;02 Aragón;2020T4;36,7
Construcción;Ambos sexos;02 Aragón;2020T3;35,6
Construcción;Ambos sexos;02 Aragón;2020T2;34,3
Construcción;Ambos sexos;02 Aragón;2020T1;37,0
Construcción;Ambos sexos;02 Aragón;2019T4;39,9
Construcción;Ambos sexos;02 Aragón;2019T3;40,2
Construcción;Ambos sexos;02 Aragón;2019T2;37,0
Construcción;Ambos sexos;02 Aragón;2019T1;34,7
Construcción;Ambos sexos;02 Aragón;2018T4;36,9
Construcción;Ambos sexos;02 Aragón;2018T3;36,3
Construcción;Ambos sexos;02 Aragón;2018T2;32,7
Construcción;Ambos sexos;02 Aragón;2018T1;33,0
Construcción;Ambos sexos;02 Aragón;2017T4;30,5
Construcción;Ambos sexos;02 Aragón;2017T3;30,9
Construcción;Ambos sexos;02 Aragón;2017T2;31,2
Construcción;Ambos sexos;02 Aragón;2017T1;29,4
Construcción;Ambos sexos;02 Aragón;2016T4;30,2
Construcción;Ambos sexos;02 Aragón;2016T3;33,1
Construcción;Ambos sexos;02 Aragón;2016T2;32,9
Construcción;Ambos sexos;02 Aragón;2016T1;33,9
Construcción;Ambos sexos;03 Asturias, Principado de;2025T3;26,4
Construcción;Ambos sexos;03 Asturias, Principado de;2025T2;26,1
Construcción;Ambos sexos;03 Asturias, Principado de;2025T1;27,9
Construcción;Ambos sexos;03 Asturias, Principado de;2024T4;36,8
Construcción;Ambos sexos;03 Asturias, Principado de;2024T3;31,8
Construcción;Ambos sexos;03 Asturias, Principado de;2024T2;31,4
Construcción;Ambos sexos;03 Asturias, Principado de;2024T1;30,3
Construcción;Ambos sexos;03 Asturias, Principado de;2023T4;33,0
Construcción;Ambos sexos;03 Asturias, Principado de;2023T3;24,8
Construcción;Ambos sexos;03 Asturias, Principado de;2023T2;28,3
Construcción;Ambos sexos;03 Asturias, Principado de;2023T1;24,3
Construcción;Ambos sexos;03 Asturias, Principado de;2022T4;23,6
Construcción;Ambos sexos;03 Asturias, Principado de;2022T3;27,3
Construcción;Ambos sexos;03 Asturias, Principado de;2022T2;21,9
Construcción;Ambos sexos;03 Asturias, Principado de;2022T1;24,8
Construcción;Ambos sexos;03 Asturias, Principado de;2021T4;25,2
Construcción;Ambos sexos;03 Asturias, Principado de;2021T3;29,4
Construcción;Ambos sexos;03 Asturias, Principado de;2021T2;29,5
Construcción;Ambos sexos;03 Asturias, Principado de;2021T1;25,1
Construcción;Ambos sexos;03 Asturias, Principado de;2020T4;25,3
Construcción;Ambos sexos;03 Asturias, Principado de;2020T3;23,2
Construcción;Ambos sexos;03 Asturias, Principado de;2020T2;17,7
Construcción;Ambos sexos;03 Asturias, Principado de;2020T1;21,1
Construcción;Ambos sexos;03 Asturias, Principado de;2019T4;25,3
Construcción;Ambos sexos;03 Asturias, Principado de;2019T3;25,7
Construcción;Ambos sexos;03 Asturias, Principado de;2019T2;25,8
Construcción;Ambos sexos;03 Asturias, Principado de;2019T1;24,6
Construcción;Ambos sexos;03 Asturias, Principado de;2018T4;23,7
Construcción;Ambos sexos;03 Asturias, Principado de;2018T3;24,1
Construcción;Ambos sexos;03 Asturias, Principado de;2018T2;23,5
Construcción;Ambos sexos;03 Asturias, Principado de;2018T1;20,2
Construcción;Ambos sexos;03 Asturias, Principado de;2017T4;22,2
Construcción;Ambos sexos;03 Asturias, Principado de;2017T3;22,9
Construcción;Ambos sexos;03 Asturias, Principado de;2017T2;24,0
Construcción;Ambos sexos;03 Asturias, Principado de;2017T1;21,5
Construcción;Ambos sexos;03 Asturias, Principado de;2016T4;21,8
Construcción;Ambos sexos;03 Asturias, Principado de;2016T3;22,1
Construcción;Ambos sexos;03 Asturias, Principado de;2016T2;18,6
Construcción;Ambos sexos;03 Asturias, Principado de;2016T1;17,8
Construcción;Ambos sexos;04 Balears, Illes;2025T3;64,3
Construcción;Ambos sexos;04 Balears, Illes;2025T2;66,7
Construcción;Ambos sexos;04 Balears, Illes;2025T1;63,2
Construcción;Ambos sexos;04 Balears, Illes;2024T4;59,8
Construcción;Ambos sexos;04 Balears, Illes;2024T3;68,7
Construcción;Ambos sexos;04 Balears, Illes;2024T2;55,6
Construcción;Ambos sexos;04 Balears, Illes;2024T1;70,4
Construcción;Ambos sexos;04 Balears, Illes;2023T4;57,7
Construcción;Ambos sexos;04 Balears, Illes;2023T3;55,0
Construcción;Ambos sexos;04 Balears, Illes;2023T2;57,9
Construcción;Ambos sexos;04 Balears, Illes;2023T1;53,0
Construcción;Ambos sexos;04 Balears, Illes;2022T4;62,6
Construcción;Ambos sexos;04 Balears, Illes;2022T3;56,7
Construcción;Ambos sexos;04 Balears, Illes;2022T2;62,8
Construcción;Ambos sexos;04 Balears, Illes;2022T1;58,6
Construcción;Ambos sexos;04 Balears, Illes;2021T4;53,9
Construcción;Ambos sexos;04 Balears, Illes;2021T3;60,6
Construcción;Ambos sexos;04 Balears, Illes;2021T2;60,3
Construcción;Ambos sexos;04 Balears, Illes;2021T1;49,7
Construcción;Ambos sexos;04 Balears, Illes;2020T4;52,9
Construcción;Ambos sexos;04 Balears, Illes;2020T3;54,4
Construcción;Ambos sexos;04 Balears, Illes;2020T2;55,9
Construcción;Ambos sexos;04 Balears, Illes;2020T1;64,2
Construcción;Ambos sexos;04 Balears, Illes;2019T4;67,3
Construcción;Ambos sexos;04 Balears, Illes;2019T3;60,7
Construcción;Ambos sexos;04 Balears, Illes;2019T2;64,9
Construcción;Ambos sexos;04 Balears, Illes;2019T1;62,1
Construcción;Ambos sexos;04 Balears, Illes;2018T4;52,4
Construcción;Ambos sexos;04 Balears, Illes;2018T3;45,3
Construcción;Ambos sexos;04 Balears, Illes;2018T2;48,8
Construcción;Ambos sexos;04 Balears, Illes;2018T1;48,9
Construcción;Ambos sexos;04 Balears, Illes;2017T4;49,0
Construcción;Ambos sexos;04 Balears, Illes;2017T3;48,1
Construcción;Ambos sexos;04 Balears, Illes;2017T2;54,6
Construcción;Ambos sexos;04 Balears, Illes;2017T1;55,1
Construcción;Ambos sexos;04 Balears, Illes;2016T4;52,9
Construcción;Ambos sexos;04 Balears, Illes;2016T3;51,0
Construcción;Ambos sexos;04 Balears, Illes;2016T2;49,1
Construcción;Ambos sexos;04 Balears, Illes;2016T1;47,2
Construcción;Ambos sexos;05 Canarias;2025T3;65,7
Construcción;Ambos sexos;05 Canarias;2025T2;65,0
Construcción;Ambos sexos;05 Canarias;2025T1;74,1
Construcción;Ambos sexos;05 Canarias;2024T4;73,4
Construcción;Ambos sexos;05 Canarias;2024T3;74,0
Construcción;Ambos sexos;05 Canarias;2024T2;74,0
Construcción;Ambos sexos;05 Canarias;2024T1;69,6
Construcción;Ambos sexos;05 Canarias;2023T4;61,4
Construcción;Ambos sexos;05 Canarias;2023T3;64,6
Construcción;Ambos sexos;05 Canarias;2023T2;63,3
Construcción;Ambos sexos;05 Canarias;2023T1;54,1
Construcción;Ambos sexos;05 Canarias;2022T4;59,9
Construcción;Ambos sexos;05 Canarias;2022T3;53,0
Construcción;Ambos sexos;05 Canarias;2022T2;57,3
Construcción;Ambos sexos;05 Canarias;2022T1;62,8
Construcción;Ambos sexos;05 Canarias;2021T4;58,5
Construcción;Ambos sexos;05 Canarias;2021T3;59,9
Construcción;Ambos sexos;05 Canarias;2021T2;54,5
Construcción;Ambos sexos;05 Canarias;2021T1;45,5
Construcción;Ambos sexos;05 Canarias;2020T4;53,4
Construcción;Ambos sexos;05 Canarias;2020T3;52,1
Construcción;Ambos sexos;05 Canarias;2020T2;46,3
Construcción;Ambos sexos;05 Canarias;2020T1;49,2
Construcción;Ambos sexos;05 Canarias;2019T4;49,3
Construcción;Ambos sexos;05 Canarias;2019T3;47,8
Construcción;Ambos sexos;05 Canarias;2019T2;49,8
Construcción;Ambos sexos;05 Canarias;2019T1;47,9
Construcción;Ambos sexos;05 Canarias;2018T4;47,4
Construcción;Ambos sexos;05 Canarias;2018T3;52,2
Construcción;Ambos sexos;05 Canarias;2018T2;50,3
Construcción;Ambos sexos;05 Canarias;2018T1;46,9
Construcción;Ambos sexos;05 Canarias;2017T4;46,4
Construcción;Ambos sexos;05 Canarias;2017T3;47,0
Construcción;Ambos sexos;05 Canarias;2017T2;46,3
Construcción;Ambos sexos;05 Canarias;2017T1;39,6
Construcción;Ambos sexos;05 Canarias;2016T4;43,6
Construcción;Ambos sexos;05 Canarias;2016T3;42,1
Construcción;Ambos sexos;05 Canarias;2016T2;38,5
Construcción;Ambos sexos;05 Canarias;2016T1;36,6
Construcción;Ambos sexos;06 Cantabria;2025T3;20,9
Construcción;Ambos sexos;06 Cantabria;2025T2;20,0
Construcción;Ambos sexos;06 Cantabria;2025T1;19,7
Construcción;Ambos sexos;06 Cantabria;2024T4;20,3
Construcción;Ambos sexos;06 Cantabria;2024T3;21,0
Construcción;Ambos sexos;06 Cantabria;2024T2;20,8
Construcción;Ambos sexos;06 Cantabria;2024T1;21,2
Construcción;Ambos sexos;06 Cantabria;2023T4;22,8
Construcción;Ambos sexos;06 Cantabria;2023T3;22,0
Construcción;Ambos sexos;06 Cantabria;2023T2;20,4
Construcción;Ambos sexos;06 Cantabria;2023T1;19,5
Construcción;Ambos sexos;06 Cantabria;2022T4;19,1
Construcción;Ambos sexos;06 Cantabria;2022T3;18,0
Construcción;Ambos sexos;06 Cantabria;2022T2;16,9
Construcción;Ambos sexos;06 Cantabria;2022T1;16,9
Construcción;Ambos sexos;06 Cantabria;2021T4;16,6
Construcción;Ambos sexos;06 Cantabria;2021T3;17,8
Construcción;Ambos sexos;06 Cantabria;2021T2;22,9
Construcción;Ambos sexos;06 Cantabria;2021T1;20,3
Construcción;Ambos sexos;06 Cantabria;2020T4;20,8
Construcción;Ambos sexos;06 Cantabria;2020T3;21,3
Construcción;Ambos sexos;06 Cantabria;2020T2;20,8
Construcción;Ambos sexos;06 Cantabria;2020T1;20,4
Construcción;Ambos sexos;06 Cantabria;2019T4;17,2
Construcción;Ambos sexos;06 Cantabria;2019T3;18,8
Construcción;Ambos sexos;06 Cantabria;2019T2;17,8
Construcción;Ambos sexos;06 Cantabria;2019T1;18,8
Construcción;Ambos sexos;06 Cantabria;2018T4;18,8
Construcción;Ambos sexos;06 Cantabria;2018T3;18,7
Construcción;Ambos sexos;06 Cantabria;2018T2;16,3
Construcción;Ambos sexos;06 Cantabria;2018T1;14,9
Construcción;Ambos sexos;06 Cantabria;2017T4;14,4
Construcción;Ambos sexos;06 Cantabria;2017T3;14,2
Construcción;Ambos sexos;06 Cantabria;2017T2;15,8
Construcción;Ambos sexos;06 Cantabria;2017T1;14,6
